reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
PRNAHM36WW018,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-w1/18k-white-gold-diamond-set-prnahm36ww018,N/A,Harry Winston,N/A,N/A,Premier Precious Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"pink mother-of-pearl
white mother-of-pearl lacework",N/A,18K white gold,N/A,18K white gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            386 brilliant-cut diamonds (approx. 11.08 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNQMP36WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w2/blue-pearl-alligator-leather-prnqmp36ww002,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            104 brilliant-cut diamonds (approx. 2.58 cts)"
PRNQMP36WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w1/18k-white-gold-prnqmp36ww003,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            87 brilliant-cut diamonds (approx. 2.43 cts)"
PRNAMP36RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-r1/brown-pearl-alligator-leather-prnamp36rr001,N/A,Harry Winston,N/A,N/A,Premier Precious Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.8 mm,N/A,N/A,N/A,3,N/A,"Havana brown aventurine
brown and white mother-of-pearl",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3102,N/A,N/A,N/A,"excentered hours and minutes
moon phase",N/A,"Total gem-setting

                            176 brilliant-cut diamonds (approx. 2.63 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNASS36RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-r1/18k-rose-gold-diamond-set-prnass36rr003,N/A,Harry Winston,N/A,N/A,Premier Diamond Second Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,blue and white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,automatic,HW2201,N/A,N/A,N/A,"excentered hours and minutes
small seconds",N/A,"Total gem-setting

                            417 brilliant-cut diamonds (approx. 11.16 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM36WW010,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-w1/18k-white-gold-prnahm36ww010,N/A,Harry Winston,N/A,N/A,Premier Pearly Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
white beaded mother-of-pearl lacework",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            57 brilliant–cut diamonds (approx. 2.32 cts)"
PRNASS36WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-w1/burgundy-pearl-alligator-leather-prnass36ww001,N/A,Harry Winston,N/A,N/A,Premier Diamond Second Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,white and burgundy mother-of-pearl,N/A,18K white gold,N/A,18K white gold,automatic,HW2201,N/A,N/A,N/A,"excentered hours and minutes
small seconds",N/A,"Total gem-setting

                            113 brilliant-cut diamonds (approx. 2.60 cts)3 brilliant-cut pink sapphires (approx. 0.01 carat)1 emerald-cut diamond (approx. 0.02 carat)"
PRNAHM36WW033,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-majestic-art-deco-automatic-36mm-w1/black-pearl-alligator-leather-prnahm36ww033,N/A,Harry Winston,N/A,N/A,Premier Majestic Art Deco Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"mother-of-pearl marquetry
white and gray mother-of-pearl cabochons
black jade",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            162 brilliant-cut diamonds (approx. 2.90 cts)"
PRNQMP36WW004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w1/18k-white-gold-diamond-set-prnqmp36ww004,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            405 brilliant–cut diamonds (approx. 11.12 cts)"
PRNAHM36WW015,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-w1/white-pearl-alligator-leather-prnahm36ww015,N/A,Harry Winston,N/A,N/A,Premier Precious Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"pink mother-of-pearl
white mother-of-pearl lacework",N/A,18K white gold,N/A,18K white gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            85 brilliant-cut diamonds (approx. 2.54 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNAMP36RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-r1/18k-rose-gold-prnamp36rr002,N/A,Harry Winston,N/A,N/A,Premier Precious Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.8 mm,N/A,N/A,N/A,3,N/A,"Havana brown aventurine
brown and white mother-of-pearl",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3102,N/A,N/A,N/A,"excentered hours and minutes
moon phase",N/A,"Total gem-setting

                            159 brilliant-cut diamonds (approx. 2.48 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNAHM36RR015,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-r1/18k-rose-gold-prnahm36rr015,N/A,Harry Winston,N/A,N/A,Premier Pearly Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"burgundy beaded mother-of-pearl
Tahitian mother-of-pearl lacework",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            57 brilliant–cut diamonds (approx. 2.32 cts)"
PRNAHM36RR018,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-r1/blue-pearl-alligator-leather-prnahm36rr018,N/A,Harry Winston,N/A,N/A,Premier Precious Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"blue mother-of-pearl
yellow mother-of-pearl lacework",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            85 brilliant-cut diamonds (approx. 2.54 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNQMP36WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-moon-phase-36mm-w1/white-pearl-alligator-leather-prnqmp36ww001,N/A,Harry Winston,N/A,N/A,Premier Moon Phase 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,7.9 mm,N/A,N/A,N/A,3,N/A,"white beaded mother-of-pearl
blue mother-of-pearl
18K white gold moon",N/A,18K white gold,N/A,18K white gold,quartz,HW5201,N/A,N/A,N/A,"hours and minutes
date
moon phase",N/A,"Total gem-setting

                            104 brilliant-cut diamonds (approx. 2.58 cts)"
PRNAHM36RR020,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-r1/18k-rose-gold-diamond-set-prnahm36rr020,N/A,Harry Winston,N/A,N/A,Premier Precious Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"blue mother-of-pearl
yellow mother-of-pearl lacework",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            386 brilliant-cut diamonds (approx. 11.08 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNAHM36WW009,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-w1/blue-pearl-alligator-leather-prnahm36ww009,N/A,Harry Winston,N/A,N/A,Premier Pearly Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
white beaded mother-of-pearl lacework",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 2.47 cts)"
PRNASS36RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-diamond-second-automatic-36mm-r1/18k-rose-gold-prnass36rr002,N/A,Harry Winston,N/A,N/A,Premier Diamond Second Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,blue and white mother-of-pearl,N/A,18K rose gold,N/A,18K rose gold,automatic,HW2201,N/A,N/A,N/A,"excentered hours and minutes
small seconds",N/A,"Total gem-setting

                            99 brilliant-cut diamonds (approx. 2.46 cts)1 emerald-cut diamond (approx. 0.02 carat)"
PRNQCH40RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r2/taupe-alligator-leather-prnqch40rr002,N/A,Harry Winston,N/A,N/A,Premier Chronograph 40mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,40 mm,N/A,N/A,9.5 mm,N/A,N/A,N/A,3,N/A,"Tahitian mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5202,N/A,N/A,N/A,"hours minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",N/A,"Total gem-setting

                            236 brilliant-cut diamonds (approx. 3.75 cts)"
PRNAHM36RR019,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-r1/18k-rose-gold-prnahm36rr019,N/A,Harry Winston,N/A,N/A,Premier Precious Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"blue mother-of-pearl
yellow mother-of-pearl lacework",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            68 brilliant-cut diamonds (approx. 2.39 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNAHM36RR014,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-r1/burgundy-pearl-alligator-leather-prnahm36rr014,N/A,Harry Winston,N/A,N/A,Premier Pearly Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"burgundy beaded mother-of-pearl
Tahitian mother-of-pearl lacework",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 2.47 cts)"
PRNAHM36WW019,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-delicate-silk-automatic-36mm-w1/black-satin-prnahm36ww019,N/A,Harry Winston,N/A,N/A,Premier Delicate Silk Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"white silk
golden motif",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Arts of silk weaving & embossing"
PRNAMP36RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-r1/18k-rose-gold-diamond-set-prnamp36rr003,N/A,Harry Winston,N/A,N/A,Premier Precious Moon Phase Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.8 mm,N/A,N/A,N/A,3,N/A,"Havana brown aventurine
brown and white mother-of-pearl",N/A,18K rose gold,N/A,18K rose gold,automatic,HW3102,N/A,N/A,N/A,"excentered hours and minutes
moon phase",N/A,"Total gem-setting

                            477 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNAHM36RR016,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-r1/18k-rose-gold-diamond-set-prnahm36rr016,N/A,Harry Winston,N/A,N/A,Premier Pearly Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"burgundy beaded mother-of-pearl
Tahitian mother-of-pearl lacework",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            375 brilliant–cut diamonds (approx. 11.01 cts)"
PRNAHM36WW011,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-w1/18k-white-gold-diamond-set-prnahm36ww011,N/A,Harry Winston,N/A,N/A,Premier Pearly Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,7.7 mm,N/A,N/A,N/A,3,N/A,"blue beaded mother-of-pearl
white beaded mother-of-pearl lacework",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            375 brilliant–cut diamonds (approx. 11.01 cts)"
PRNQHM36WW018,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-w1/18k-white-gold-diamond-set-prnqhm36ww018,N/A,Harry Winston,N/A,N/A,Premier 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,36 mm,N/A,N/A,6.9 mm,N/A,N/A,N/A,3,N/A,white mother-of-pearl,N/A,18K white gold,N/A,18K white gold,quartz,HW1042,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            387 brilliant-cut diamonds (approx. 11.06 cts)"
PRNAHM36WW017,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-w1/18k-white-gold-prnahm36ww017,N/A,Harry Winston,N/A,N/A,Premier Precious Lace Automatic 36mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,9.3 mm,N/A,N/A,N/A,3,N/A,"pink mother-of-pearl
white mother-of-pearl lacework",N/A,18K white gold,N/A,18K white gold,automatic,HW2014,N/A,N/A,N/A,excentered hours and minutes,N/A,"Total gem-setting

                            68 brilliant-cut diamonds (approx. 2.39 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNQCH40RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r1/taupe-alligator-leather-prnqch40rr001,N/A,Harry Winston,N/A,N/A,Premier Chronograph 40mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,40 mm,N/A,N/A,9.5 mm,N/A,N/A,N/A,3,N/A,"light pink beaded mother-of-pearl
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5202,N/A,N/A,N/A,"hours minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",N/A,"Total gem-setting

                            236 brilliant-cut diamonds (approx. 3.75 cts)"
PRNQHM31RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-lace-31mm-r1/brown-pearl-alligator-leather-prnqhm31rr002,N/A,Harry Winston,N/A,N/A,Premier Lace 31mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,closed,31 mm,N/A,N/A,6.7 mm,N/A,N/A,N/A,3,N/A,"Tahitian mother-of-pearl
Pink beaded mother-of-pearl lacework
18K gold Emerald applique",N/A,18K rose gold,N/A,18K rose gold,quartz,HW5002,N/A,N/A,N/A,hours and minutes,N/A,"Total gem-setting

                            78 brilliant-cut diamonds (approx. 1.30 cts)"
PRNAHM36RR022,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-delicate-silk-automatic-36mm-r2/black-satin-prnahm36rr022,N/A,Harry Winston,N/A,N/A,Premier Delicate Silk Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"red silk
golden motif",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Arts of silk weaving & embossing"
PRNAHM36WW007,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-weaving-automatic-36mm-w1/black-satin-prnahm36ww007,N/A,Harry Winston,N/A,N/A,Premier Precious Weaving Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"mother-of-pearl
gold leaves
silk",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Raden"
PRNAHM36WW020,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-delicate-silk-automatic-36mm-w2/black-satin-prnahm36ww020,N/A,Harry Winston,N/A,N/A,Premier Delicate Silk Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"silver silk
golden motif",N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Arts of silk weaving & embossing"
PRNAHM36RR013,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-weaving-automatic-36mm-r2/black-satin-prnahm36rr013,N/A,Harry Winston,N/A,N/A,Premier Precious Weaving Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,"mother-of-pearl
silk
gold threads
silver leaves",N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Raden"
PRNAHM36RR025,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-micromosaic-automatic-36mm-r1/brown-pearl-alligator-leather-prnahm36rr025,N/A,Harry Winston,N/A,N/A,Premier Precious Micromosaic Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,handmade micromosaic glass in brown nude and white color tones,N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Micromosaic"
PRNAHM36RR027,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-peacock-automatic-36mm-r1/raspberry-pearl-alligator-leather-prnahm36rr027,N/A,Harry Winston,N/A,N/A,Premier Precious Peacock Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,handmade micromosaic glass in white pink and raspberry color tones,N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Micromosaic"
PRNAHM36WW024,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-micromosaic-automatic-36mm-w1/blue-pearl-alligator-leather-prnahm36ww024,N/A,Harry Winston,N/A,N/A,Premier Precious Micromosaic Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,handmade micromosaic glass in blue and white color tones,N/A,18K white gold,N/A,18K white gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Micromosaic"
PRNAHM36RR026,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-micromosaic-automatic-36mm-r2/raspberry-pearl-alligator-leather-prnahm36rr026,N/A,Harry Winston,N/A,N/A,Premier Precious Micromosaic Automatic 36mm,N/A,Limited edition: 30 pieces,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open sapphire crystal,36 mm,N/A,N/A,8.4 mm,N/A,N/A,N/A,3,N/A,handmade micromosaic glass in red pink and white color tones,N/A,18K rose gold,N/A,18K rose gold,automatic,HW2008,N/A,N/A,N/A,hours and minutes,N/A,"Métier dArt

                            Art of Micromosaic"
