reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
PRNAHM36WW009,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-w1/blue-pearl-alligator-leather-prnahm36ww009,,Harry Winston,,,Premier Pearly Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,7.7 mm,,,,3,,"blue beaded mother-of-pearl
white beaded mother-of-pearl lacework",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            74 brilliant-cut diamonds (approx. 2.47 cts)"
PRNAHM36RR020,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-r1/18k-rose-gold-diamond-set-prnahm36rr020,,Harry Winston,,,Premier Precious Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"blue mother-of-pearl
yellow mother-of-pearl lacework",,18K rose gold,,18K rose gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            386 brilliant-cut diamonds (approx. 11.08 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNQCH40RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r2/taupe-alligator-leather-prnqch40rr002,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"Tahitian mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            236 brilliant-cut diamonds (approx. 3.75 cts)"
PRNQCH40WW003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-w1/18k-white-gold-diamond-set-prnqch40ww003,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"light blue beaded mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            512 brilliant-cut diamonds (approx. 12.27 cts)"
PRNAHM36WW020,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-delicate-silk-automatic-36mm-w2/black-satin-prnahm36ww020,,Harry Winston,,,Premier Delicate Silk Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"silver silk
golden motif",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Arts of silk weaving & embossing"
PRNAHM36RR022,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-delicate-silk-automatic-36mm-r2/black-satin-prnahm36rr022,,Harry Winston,,,Premier Delicate Silk Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"red silk
golden motif",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Arts of silk weaving & embossing"
PRNAMP36RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-r1/18k-rose-gold-diamond-set-prnamp36rr003,,Harry Winston,,,Premier Precious Moon Phase Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.8 mm,,,,3,,"Havana brown aventurine
brown and white mother-of-pearl",,18K rose gold,,18K rose gold,automatic,HW3102,,,,"excentered hours and minutes
moon phase",,"Total gem-setting

                            477 brilliant-cut diamonds (approx. 11.17 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNQCH40WW001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-w1/black-alligator-leather-prnqch40ww001,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"light blue beaded mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            236 brilliant-cut diamonds (approx. 3.75 cts)"
PRNQHM31RR002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-lace-31mm-r1/brown-pearl-alligator-leather-prnqhm31rr002,,Harry Winston,,,Premier Lace 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,"Tahitian mother-of-pearl
Pink beaded mother-of-pearl lacework
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            78 brilliant-cut diamonds (approx. 1.30 cts)"
PRNQHM31WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-lace-31mm-w1/black-alligator-leather-prnqhm31ww002,,Harry Winston,,,Premier Lace 31mm,,,,,,,,,,,closed,31 mm,,,6.7 mm,,,,3,,"galvanic black sunburst
white beaded mother-of-pearl lacework
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW5002,,,,hours and minutes,,"Total gem-setting

                            78 brilliant-cut diamonds (approx. 1.30 cts)"
PRNQHM36RR008,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-r1/brown-pearl-alligator-leather-prnqhm36rr008,,Harry Winston,,,Premier 36mm,,,,,,,,,,,closed,36 mm,,,6.9 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            86 brilliant-cut diamonds (approx. 2.51 cts)"
PRNQHM36RR009,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-r1/18k-rose-gold-prnqhm36rr009,,Harry Winston,,,Premier 36mm,,,,,,,,,,,closed,36 mm,,,6.9 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            69 brilliant-cut diamonds (approx. 2.36 cts)"
PRNQCH40RR001,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r1/taupe-alligator-leather-prnqch40rr001,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"light pink beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            236 brilliant-cut diamonds (approx. 3.75 cts)"
PRNQHM36WW017,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-w1/18k-white-gold-prnqhm36ww017,,Harry Winston,,,Premier 36mm,,,,,,,,,,,closed,36 mm,,,6.9 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            69 brilliant-cut diamonds (approx. 2.36 cts)"
PRNQHM36WW016,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-w1/dark-gray-pearl-alligator-leather-prnqhm36ww016,,Harry Winston,,,Premier 36mm,,,,,,,,,,,closed,36 mm,,,6.9 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            86 brilliant-cut diamonds (approx. 2.51 cts)"
PRNQHM36RR010,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-r1/18k-rose-gold-diamond-set-prnqhm36rr010,,Harry Winston,,,Premier 36mm,,,,,,,,,,,closed,36 mm,,,6.9 mm,,,,3,,white mother-of-pearl,,18K rose gold,,18K rose gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            387 brilliant-cut diamonds (approx. 11.06 cts)"
PRNQCH40RR005,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r1/18k-rose-gold-diamond-set-prnqch40rr005,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"light pink beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            512 brilliant-cut diamonds (approx. 12.27 cts)"
PRNAHM36WW017,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-lace-automatic-36mm-w1/18k-white-gold-prnahm36ww017,,Harry Winston,,,Premier Precious Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.3 mm,,,,3,,"pink mother-of-pearl
white mother-of-pearl lacework",,18K white gold,,18K white gold,automatic,HW2014,,,,excentered hours and minutes,,"Total gem-setting

                            68 brilliant-cut diamonds (approx. 2.39 cts)35 marquise-cut diamonds (approx. 0.59 carat)"
PRNAMP36WW002,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-moon-phase-automatic-36mm-w1/18k-white-gold-prnamp36ww002,,Harry Winston,,,Premier Precious Moon Phase Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,9.8 mm,,,,3,,"blue aventurine
blue and white mother-of-pearl",,18K white gold,,18K white gold,automatic,HW3102,,,,"excentered hours and minutes
moon phase",,"Total gem-setting

                            159 brilliant-cut diamonds (approx. 2.48 cts)1 emerald-cut diamond (approx. 0.01 carat)"
PRNQHM36WW018,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-36mm-w1/18k-white-gold-diamond-set-prnqhm36ww018,,Harry Winston,,,Premier 36mm,,,,,,,,,,,closed,36 mm,,,6.9 mm,,,,3,,white mother-of-pearl,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            387 brilliant-cut diamonds (approx. 11.06 cts)"
PRNAHM36RR021,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-delicate-silk-automatic-36mm-r1/burgundy-satin-prnahm36rr021,,Harry Winston,,,Premier Delicate Silk Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"light pink silk
golden motif",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Arts of silk weaving & embossing"
PRNAHM36WW025,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-micromosaic-automatic-36mm-w2/turquoise-pearl-alligator-leather-prnahm36ww025,,Harry Winston,,,Premier Precious Micromosaic Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"handmade micromosaic glass in turquoise, blue and white color tones",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Micromosaic"
PRNQHM36RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-feathers-r1/anthracite-gray-satin-prnqhm36rr004,,Harry Winston,,,Premier Feathers,,,,,,,,,,,closed,36 mm,,,7.2 mm,,,,3,,silvered pheasant feathers,,18K rose gold,,18K rose gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            96 brilliant-cut diamonds (approx. 1.57 cts)"
PRNAHM36RR004,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-shinde-automatic-36mm-r1/black-alligator-leather-prnahm36rr004,,Harry Winston,,,Premier Shinde Automatic 36mm,,*Limited edition: 50 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"24K gold threads
Grand Feu enamel
gold spangles",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Grand Feu enamel"
PRNAHM36RR027,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-peacock-automatic-36mm-r1/raspberry-pearl-alligator-leather-prnahm36rr027,,Harry Winston,,,Premier Precious Peacock Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"handmade micromosaic glass in white, pink and raspberry color tones",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Micromosaic"
PRNAHM36RR006,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-shinde-automatic-36mm-r3/black-alligator-leather-prnahm36rr006,,Harry Winston,,,Premier Shinde Automatic 36mm,,*Limited edition: 50 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"24K gold threads
Grand Feu enamel
gold spangles",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Grand Feu enamel"
PRNAHM36RR007,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-butterfly-automatic-36mm-r1/beige-satin-prnahm36rr007,,Harry Winston,,,Premier Precious Butterfly Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"butterfly marquetry
""Agrias Claudina Lugens"" butterfly",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of butterfly marquetry"
PRNQCH40RR003,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-chronograph-40mm-r1/18k-rose-gold-prnqch40rr003,,Harry Winston,,,Premier Chronograph 40mm,,,,,,,,,,,closed,40 mm,,,9.5 mm,,,,3,,"light pink beaded mother-of-pearl
18K gold Emerald applique",,18K rose gold,,18K rose gold,quartz,HW5202,,,,"hours, minutes and seconds
date
chronograph
minutes counter
1/10 sec. counter",,"Total gem-setting

                            194 brilliant-cut diamonds (approx. 3.58 cts)"
PRNAHM36WW026,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-peacock-automatic-36mm-w1/blue-pearl-alligator-leather-prnahm36ww026,,Harry Winston,,,Premier Precious Peacock Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"handmade micromosaic glass in blue, green and turquoise color tones",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Micromosaic"
PRNAHM36WW024,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-micromosaic-automatic-36mm-w1/blue-pearl-alligator-leather-prnahm36ww024,,Harry Winston,,,Premier Precious Micromosaic Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,handmade micromosaic glass in blue and white color tones,,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Micromosaic"
PRNAHM36WW007,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-precious-weaving-automatic-36mm-w1/black-satin-prnahm36ww007,,Harry Winston,,,Premier Precious Weaving Automatic 36mm,,*Limited edition: 30 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"mother-of-pearl
gold leaves
silk",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Raden"
PRNAHM36RR005,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-shinde-automatic-36mm-r2/black-alligator-leather-prnahm36rr005,,Harry Winston,,,Premier Shinde Automatic 36mm,,*Limited edition: 50 pieces,,,,,,,,,"open, sapphire crystal",36 mm,,,8.4 mm,,,,3,,"24K gold threads
Grand Feu enamel
gold spangles",,18K rose gold,,18K rose gold,automatic,HW2008,,,,hours and minutes,,"Métier d'Art

                            Art of Grand Feu enamel"
PRNAHM36WW011,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-pearly-lace-automatic-36mm-w1/18k-white-gold-diamond-set-prnahm36ww011,,Harry Winston,,,Premier Pearly Lace Automatic 36mm,,,,,,,,,,,"open, sapphire crystal",36 mm,,,7.7 mm,,,,3,,"blue beaded mother-of-pearl
white beaded mother-of-pearl lacework",,18K white gold,,18K white gold,automatic,HW2008,,,,hours and minutes,,"Total gem-setting

                            375 brilliant–cut diamonds (approx. 11.01 cts)"
PRNQHM36WW010,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-feathers-w3/dark-blue-satin-prnqhm36ww010,,Harry Winston,,,Premier Feathers,,,,,,,,,,,closed,36 mm,,,7.2 mm,,,,3,,silvered pheasant and guinea fowl feathers,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            96 brilliant-cut diamonds (approx. 1.57 cts)"
PRNQHM36WW011,https://www.harrywinston.com/en/products/harry-winston-the-premier-collection/premier-feathers-w4/black-satin-prnqhm36ww011,,Harry Winston,,,Premier Feathers,,,,,,,,,,,closed,36 mm,,,7.2 mm,,,,3,,guinea fowl feathers tinted blue,,18K white gold,,18K white gold,quartz,HW1042,,,,hours and minutes,,"Total gem-setting

                            96 brilliant-cut diamonds (approx. 1.57 cts)"
AVEQHM21WW297,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-graffiti-w2/blue-pearl-alligator-leather-aveqhm21ww297,,Harry Winston,,,Avenue Classic Graffiti,,*Limited edition: 30 pieces,,,,,,,,,closed,21.4 x 36.1 mm,,,6.3 mm,,,,3,,"blue and white mother-of-pearl
18K gold Emerald applique",,18K white gold,,18K white gold,quartz,HW1044,,,,hours and minutes,,"Total gem-setting

                            163 brilliant-cut pink and blue sapphires (approx. 2.71 cts)
34 brilliant-cut diamonds (approx. 2.20 cts)"
AVEQMP21WW010,https://www.harrywinston.com/en/products/harry-winston-the-avenue-collection/avenue-classic-moon-phase-w2/18k-white-gold-diamond-set-aveqmp21ww010,,Harry Winston,,,Avenue Classic Moon Phase,,,,,,,,,,,closed,21.4 x 36.1 mm,,,7.4 mm,,,,3,,"18K gold base & Emerald applique
white beaded mother-of-pearl",,18K white gold,,18K white gold,quartz,HW5203,,,,"hours and minutes
small seconds
moon phase",,"Total gem-setting

                            216 brilliant-cut diamonds (approx. 6.23 cts)"
